Date_Post,Job_Title,Company_Name,Image_Link,Job_Link,Location,Job_Type,Work_Type,Experience_Level,Skills,Job_Description,Job_Requirement
7 hours ago,Supply Chain Manager,Confidential -,,https://wuzzuf.net/jobs/p/2cuhOUgJOHr2-Supply-Chain-Manager-Cairo-Egypt,"Obour City, Cairo, Egypt ",Full Time,On-site,'10 - 15,"['Planning', 'Procurement', 'Production', 'Project Management', 'Purchasing', 'Manufacturing', 'supply chain management', 'Supply Chain', 'Supply', 'Logistics']","Create the company’s supply chain strategy 
 Analyze data from shipping and delivering processes to find bottlenecks and other issues 
 Evaluate and report on KPIs 
 Monitor logistics to make sure they run smoothly 
 Maintain supply chain inventory and records 
 Train and guide employees 
 Find cost-effective solutions for supply chain processes 
 Resolve issues that come up (e.g. delays in delivery, accidents) 
 Collaborate with other departments to create coordinated plans for business growth. 
 Ensure supply chain processes meet legal requirements and standards 
 Communicate and negotiate with suppliers and vendors to land more profitable deals","Previous experience as a supply chain manager or in a similar field 
 Strong experience in production planning in manufacturing industry is a must. 
 Excellent knowledge of supply chain processes. 
 Strong communication skills 
 Excellent organizational and project management skills 
 Attention to detail 
 Creative problem-solving 
 A strategic and analytical mind 
 Degree in Supply Chain Management, Logistics, or similar field"
7 hours ago,Growth Internship,Koinz -,,https://wuzzuf.net/internship/Q2FqlbcpcFd7-Growth-Internship-Koinz-Cairo-Egypt,"Maadi, Cairo, Egypt ",Internship,Hybrid,'Not specified,"['Database SQL Server', 'Data Analysis', 'Data Analytics']","About Koinz 
 Koinz is a dynamic startup revolutionizing the food and beverage industry through our innovative app, which allows customers to order food and drinks online from a variety of merchants and stores. We drive customer engagement and loyalty through a combination of points, discounts, and promotions while generating multiple revenue streams, including commissions on orders, payment gateway fees, and store subscriptions. 
 Job Summary 
 As a CVM Intern at Koinz, you’ll support the team in executing key strategies that drive customer engagement, retention, and revenue growth. You’ll gain hands-on experience in marketing, data analysis, and customer segmentation, working in a fast-paced environment where your contributions make a real impact. 
 Key Responsibilities 
 • Campaign Support: Assist in planning, executing, and monitoring multi-channel marketing campaigns, including email, SMS, and push notifications. 
 • Data Analysis: Support the analysis of customer data to identify trends and opportunities for improving engagement. 
 • Customer Segmentation: Help refine segmentation models for targeted marketing campaigns. 
 • Performance Tracking: Assist in monitoring key performance indicators (KPIs) and prepare reports on customer acquisition, engagement, and retention. 
 • Cross-Functional Collaboration: Work closely with teams like Product, Marketing, and Data Analytics to align growth initiatives. 
 • Innovation: Stay updated on industry trends and support the team in testing new marketing tools and strategies.","Qualifications• Currently pursuing a degree in Marketing, Business, Economics, or a related field.• Basic understanding of marketing concepts and data analysis techniques.• Strong communication and problem-solving skills.• Eagerness to learn and work in a dynamic, fast-paced startup environment.• Experience with marketing tools (e.g., CRM systems) is a plus. What We Offer• A collaborative and innovative environment.• The opportunity to work with experienced professionals in a fast-growing startup.• Hands-on experience and exposure to real-world growth marketing strategies.• Potential to grow into a full-time role after the internship."
7 hours ago,HR Manager,Zinox&Master -,,https://wuzzuf.net/jobs/p/Ty3DPdwixTRh-HR-Manager-ZinoxMaster-Cairo-Egypt,"Obour City, Cairo, Egypt ",Full Time,On-site,'10 - 12,"['Human Resources (HR)', 'Hr manager', 'HR']","Identify short-term and long-term hiring needs 
 Set performance standards and evaluate local HR teams 
 Design employees’ compensation and benefits packages 
 Define onboarding procedures in alignment with our company culture 
 Help organize employer branding activities (e.g. host a recruitment event) 
 Determine training plans per employee and department 
 Prepare and manage division’s budget 
 Track recruitment KPIs and suggest improvements, as needed 
 Design and implement company policies that comply with our business objectives 
 Ensure all HR operations adhere to legal standards 
 Support staff and managers on day-to-day issues.","Proven work experience as a HR Manager or similar role 
 Understanding of full cycle recruiting 
 Good knowledge of local labor regulations 
 Hands-on experience with payroll systems. 
 Excellent verbal and written communication skills 
 Leadership abilities 
 HR Diploma or equivalent certificate is a must. 
 Strong experience in OD initiatives to support organisation strategic objectives."
7 hours ago,Technical Support Engineer,Al Rabat -,,https://wuzzuf.net/jobs/p/6ntyfEB3SHJJ-Technical-Support-Engineer-Al-Rabat-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Full Time,On-site,'2 - 4,"['CCNA', 'Technical Support', 'Help Desk', 'Network', 'Information Technology (IT)', 'Computer Science', 'Troubleshooting']","Provide support for security and admin system 
 Provide IT technical support for security applications including VPN & Antivirus. 
 Apply the application of all IT policies and regulations. 
 Manage daily operations of the IT department tickets and support. 
 Assist with the installation of new hardware and software and help train employees on it. 
 Responsible for troubleshooting any problems in the most efficient way possible. 
 Run regular maintenance checks and keep up-to-date with information security issues. 
 Provides support for WAN and LAN network connectivity or related network issues for the user community. 
 Analyzes network activity and network problems to discover and prevent systematic errors. 
 Provides support for fingerprint machines and attendance systems. 
 Perform installation, configuration, and troubleshooting of Hardware, Software, and LAN infrastructure. 
 Back up and restore users’ files and device configuration. 
 Troubleshoot the network services (printing, email service Internet access, file sharing).","Bachelor of Computer Science or equivalent 
 Basic network troubleshooting is a must 
 Microsoft Office skills (Outlook, Word, Excel…) is a must 
 2-4 years of experience. 
 Availability to work on sites in/outside. 
 CCNA is preferable."
7 hours ago,Customer Experience Agent,Koinz -,,https://wuzzuf.net/jobs/p/wNMv2u0Zy58u-Customer-Experience-Agent-Koinz-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,Hybrid,'0 - 2,"['Call Center', 'chat', 'Customer Support', 'Customer Care', 'Customer Service', 'Computer Skills', 'Communication skills', 'Support']","Managing Customer inquiries through emails, chats, and delivering a superior customer experience by providing product information, solving problems, and processing orders. 
 Demonstrating exemplary customer service skills in every interaction and ensuring timely, one-contact resolution with customers. 
 Managing merchants' inquiries and live orders operations. 
 Effectively de-escalate customer issues using empathy and conflict resolution skills. 
 Utilize effective time management and prioritization skills to handle a high volume of chats/calls in a fast-paced environment. 
 Ability to identify and report any critical or recurring customer service issues to the Supervisor. 
 Communicate with internal teams to ensure project delivery, negotiate delays, or resolve roadblocks. 
 Maintain procedural documentation for reference purposes. 
 Support day-to-day coordination of operational activities. 
 Coordinate project tasks within budget and timelines. 
 Manage business operations so that they meet company goals and customer expectations. 
 Create compliance between operations and company standards or legal requirements. 
 Maintain procedural documentation for reference purposes.","A bachelor's degree in any major. 
 Previous experience in live chat or live orders (dashboards), or community support (at least 6 months) 
 Strong Computer skills, including Google applications, and Windows Office. 
 Strong verbal and written English communication skills. 
 Problem-solving and escalation handling skills. 
 Customer Oriented. 
 Ability to write fast & accurate notes. 
 Experience in the F&B field is a plus."
7 hours ago,Senior Accountant,AFFSQUARE -,,https://wuzzuf.net/jobs/p/yrv1VOj3qXoX-Senior-Accountant-AFFSQUARE-Cairo-Egypt,"Sheraton, Cairo, Egypt ",Full Time,On-site,'3 - 6,"['Accounting', 'CMA', 'accountant', 'CPA', 'Finance', 'Financial Analysis', 'Financial Reporting', 'Real Estate', 'Tax', 'Reporting', 'Financial Management']","Manage Financial Claims: Oversee, coordinate, and implement client collections and ensure timely payments from suppliers and real estate developers. 
 Prepare Financial Reports: Generate accurate monthly and annual financial reports, including income statements, balance sheets, and cash flow statements, in compliance with accounting standards. 
 Tax Filing and Compliance: Ensure compliance with local tax regulations, provide tax advice to the management, and prepare and file monthly and annual tax returns on schedule. 
 Financial Planning and Budgeting: Provide accurate financial analysis and advice on the company’s financial position, contributing to the annual budget and financial forecasting. 
 Audit and Compliance: Collaborate with external auditors to ensure financial operations comply with standards and regulations, preparing all necessary financial documentation. 
 Analyze Financial Performance: Conduct financial analysis and provide recommendations to improve performance and increase profitability. 
 Cross-Departmental Collaboration: Work closely with the sales team and other departments to provide financial insights and analyses that support the company’s strategic objectives.","Education: Bachelor’s degree in Accounting, Finance, or a related field. Professional certifications like CPA or CMA are preferred. 
 Experience: Minimum of 5 years of experience as an accountant, with expertise in real estate brokerage companies. 
 Technical Skills: 
 Proficiency in accounting systems and financial software, preferably real estate-specific accounting tools. 
 Strong skills in financial reporting and analysis. 
 In-depth knowledge of tax regulations and compliance requirements. 
 Soft Skills: 
 High attention to detail and accuracy. 
 Strong communication skills, with the ability to present financial recommendations clearly. 
 Ability to work under pressure and prioritize financial tasks effectively."
8 hours ago,International Telesales Advisor/ Fluent English Speakers /Cairo Residents only,Premium Ranks -,,https://wuzzuf.net/jobs/p/7bCQ51aM1pp2-International-Telesales-Advisor-Fluent-English-Speakers-Cairo-Residents-only-Premium-Ranks-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'1+,"['Sales Skills', 'Customer Service', 'Customer Care', 'Customer Support', 'Communication skills', 'English', 'Telesales', 'Call Center', 'Telemarketing', 'Marketing', 'Sales', 'Digital Marketing', 'Outbound Calls', 'overnight shift', 'australian account', 'B2B Sales']","Are you ready to join a winning team where your 
 INCOME  POTENTIAL is UNLIMITED 
 ? 
 We’re a leading digital marketing company looking for driven telesales agents to connect with businesses in Australia and offer them our high-demand service. If you’re hungry for success and to make 
 serious money 
 , this job is for you! 
 Main Duties: 
 Pulling business leads online and making outbound calls to businesses in Australia offering our essential digital marketing service. 
 Work Conditions: 
 Working Hours: From 1:30 am to 9:30 am ( 
 Overnight shift 
 ). 
 Stable schedule 
 (no rotational shift) 
 with a1- hour paid break every shift. 
 Fixed 2 days off 
 weekly. 
 Location: 
 Maadi 
 (Technology Park) 
 Working from office. (Cairo Residents only). 
 Why you’ll love working with us: 
 Competitive 
 fixed salary 
 PLUS one if the highest commission structures in the marke. 
 Earn in Canadian dollars! 
 Boost your earnings with a strong currency. 
 Commission on anything you sell. (Even if you don't hit the target) 
 Uncapped commissions 
 , the more you sell, the more you make, with no limits! 
 KPI bonus 
 -hit your numbers and earn even more on top of your commission. 
 Fast track training program! 
 Only 1 week 
 of training ( 
 2 to 3 hours daily max 
 ), covers everything you need to excel in your role. 
 No long boring training - we get you earning fast! 
 Supportive environment 
 where we celebrate your success. 
 Professional sales coaching 
 to help you sharpen your skills. 
 Fast track promotion opportunities 
 - prove yourself and move up quickly within the company.","Fluency in Englishis a must. 
 Excellent communication skillsand confidence over the phone. 
 Telesales experienceis required. 
 OnlyCairoresidents. (office based role)"
8 hours ago,Project Coordinator,Fixcrowd -,,https://wuzzuf.net/jobs/p/C7h8XtK9wOnT-Project-Coordinator-Fixcrowd-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Project Coordinator', 'Operations Coordinator', 'Scheduling Coordinator', 'Service Coordinator', 'Maintenance Coordinator', 'Property Services Coordinator', 'Technical Support Coordinator', 'Project Management', 'Invoicing & Documentation', 'Supplier & Material Management', 'Property Maintenance', 'Fluent in English', 'Excellent Written and Verbal Communication', 'Active Listening', 'Customer Service Excellence', 'Customer Support', 'Customer Satisfaction']","Join Our Team as a 
 Project Coordinator 
 at Fixcrowd! 
 Location: 
 Nasr City, Cairo, Egypt 
 Schedule: 
 Monday to Friday | 11:00 AM – 8:00 PM (EGY Time) 
 Job Type: 
 Full-time, Permanent 
 Compensation: 
 Probation Period: 
 15,000 EGP 
 After Probation: 
 15,000 EGP 
 Quarterly Bonus: 
 Up to 15,000 EGP (KPI-based) 
 Yearly Bonus: 
 Up to 36,000 EGP (KPI-based) 
 Why Fixcrowd? 
 Fixcrowd stands at the forefront of London's dynamic property services sector and is renowned for its rapid growth and unwavering commitment to excellence. Our customer-centric strategy is shaped by our founding principles of 
 quality, convenience, and transparent pricing 
 , allowing us to navigate the uncertainties of the industry with confidence. We specialize in comprehensive 
 engineering, maintenance, and construction 
 services, serving 
 developers, asset managers, and property management firms 
 with unparalleled dedication and expertise. 
 We don’t just get the job done—we redefine industry standards. And we want 
 you 
 to be part of this journey! 
 ⚡ Your Mission as a Project Coordinator 
 As a 
 Project Coordinator 
 at Fixcrowd, you will be the 
 driving force 
 behind our seamless operations, ensuring every job is executed efficiently and to the highest standard. 
 Key Responsibilities 
 Quick Bookings 
 – Respond to customer quotes and job requests within 
 24 hours 
 . 
 Communication 
 – Coordinate with 
 property managers and clients 
 to schedule jobs and maintain thorough booking records. 
 Material Management 
 – Order and track job materials efficiently, including handling returns when necessary. 
 Engineer Coordination 
 – Assign engineers to jobs based on their expertise and optimize job locations to reduce travel time. 
 Confirm Bookings 
 – Ensure 
 timely booking confirmations 
 are sent to clients. 
 Engineer Instructions 
 – Provide 
 clear, precise instructions 
 through the booking system to ensure smooth job execution. 
 Workload & Scheduling 
 – Maintain engineers' schedules, ensuring they meet daily targets with jobs booked 
 two days in advance 
 . 
 Tracking & Reporting 
 – Monitor engineer progress and update job statuses in the booking software, flagging potential delays. 
 Verification & Quality Control 
 – Use vehicle trackers to verify time spent on-site and review 
 before & after photos 
 for quality assurance. 
 Invoicing 
 – Issue invoices within 
 24 hours 
 of job completion. 
 Daily Reporting 
 – Prepare 
 morning meeting templates 
 and provide daily performance updates. 
 ❤️ Why You’ll Love Working at Fixcrowd 
 Competitive Salary & Bonuses 
 – Earn based on performance and impact. 
 Career Growth 
 – A fast-scaling company with room to advance. 
 Supportive Team 
 – Work with a collaborative and ambitious group. 
 Innovation-Driven 
 – We embrace technology, efficiency, and continuous improvement. 
 Ready to take on a pivotal role at Fixcrowd? 
 Apply now 
 and let your extraordinary skills shine every day!","Fluent in English– Your written and spoken communication is exceptional. 
 Detail-Oriented– You ensure nothing slips through the cracks. 
 Tech-Savvy– You’re proficient inMicrosoft 365and eager to leverage technology for efficiency. 
 Multitasker– You thrive in a fast-paced environment, managing multiple tasks effortlessly. 
 People-Centric– You build strong relationships with clients and engineers alike. 
 Quick Learner– You’re eager to master new skills and technical aspects of the role. 
 Property Maintenance Experience (Bonus!)– Prior experience in this field is ahuge plus."
8 hours ago,Branch Team Leader /Supervisor (Dokki - October),SYE English Community -,,https://wuzzuf.net/jobs/p/R2eSyF3buW0D-Branch-Team-Leader-Supervisor-Dokki---October-SYE-English-Community-Giza-Egypt,"Dokki, Giza, Egypt ",Full Time,On-site,'5+,"['Sales', 'Cross Selling', 'Store Management', 'Branch Management', 'Branch Operations', 'Team management', 'Management', 'Communication skills']","Manage the whole operations and sales activities inside the branch. 
 Manage and run the front office team. 
 Supervise the class management from the operations side. 
 Be the key link of the operation and education team inside the branch. 
 Answer student questions regarding events and course prices and content.","A Bachelor Degree. 
 5+ Years of experience  in face-to-face sales with at least 3 years managing a team 
 Proven ability to achieve the sales targets with low price products or service 
 Experience in the service sales industry is highly preferred 
 Very good English command. 
 High level of commitment. 
 High sense of ownership 
 Excellent mentoring, coaching, and people management skills. 
 Excellent communication skills. 
 Excellent Time/task management skills. 
 Excellent documentation skills. 
 Customer focus. 
 Result oriented. 
 Self-motivated. 
 Resilience. 
 Working hours on a shift basis 1 day off rotational from (9 AM to 10 PM) 
 Age from 26-35 is a must"
8 hours ago,English Instructor For Kids (Maadi or/and NC Branches),SYE English Community -,,https://wuzzuf.net/jobs/p/8l6CUQDKWPak-English-Instructor-For-Kids-Maadi-orand-NC-Branches-SYE-English-Community-Cairo-Egypt,"Cairo, Egypt ",Shift Based,On-site,'1 - 4,"['Teaching', 'Education', 'Kids Teaching', 'English Teaching', 'Children Teaching', 'Training', 'Kids', 'teaching kids', 'Professional Teaching Certificate', 'Instructor']","Planning and delivering lessons to children aged 4-12 years in a group of students. 
 Developing and producing visual aids and teaching resources. 
 Assisting with the development of children's personal, social, and language abilities. 
 Supporting the development of children's basic skills, including physical coordination, speech, and communication. 
 Observing, assessing, and recording each child's progress. 
 Evaluating student progress and providing ongoing guidance for improvement to both students and their parents 
 Discuss identified problems and needs with professionals as appropriate. 
 Keep parents informed of program expectations, program activities, and the child’s progress.","Bachelor’s degree 
 Experience in teaching kids is a MUST 
 Effective communication with kids 
 A professional teaching certificate is a plus 
 To be available on Weekends ( Fridays & Saturdays ) 
 Age required from 22 - 35 years 
 Passionate about teaching kids 
 Females preferred"
8 hours ago,English Instructor For Kids (Dokki or/and October Branches),SYE English Community -,,https://wuzzuf.net/jobs/p/9ndVJe0jWmiy-English-Instructor-For-Kids-Dokki-orand-October-Branches-SYE-English-Community-Giza-Egypt,"Dokki, Giza, Egypt ",Freelance / Project,Hybrid,'1 - 4,"['Teaching', 'Education', 'Kids Teaching', 'English Teaching', 'Children Teaching', 'Training', 'Kids', 'teaching kids', 'Professional Teaching Certificate', 'Instructor']","Planning and delivering lessons to children aged 4-12 years in a group of students. 
 Developing and producing visual aids and teaching resources. 
 Assisting with the development of children's personal, social, and language abilities. 
 Supporting the development of children's basic skills, including physical coordination, speech, and communication. 
 Observing, assessing, and recording each child's progress. 
 Evaluating student progress and providing ongoing guidance for improvement to both students and their parents 
 Discuss identified problems and needs with professionals as appropriate. 
 Keep parents informed of program expectations, program activities, and the child’s progress.","Bachelor’s degree 
 Experience in teaching kids is a MUST 
 Effective communication with kids 
 A professional teaching certificate is a plus 
 To be available on Weekends ( Fridays & Saturdays ) 
 Age required from 22 - 35 years 
 Passionate about teaching kids 
 Females preferred"
8 hours ago,Business Development Specialist,Marcom Unity -,,https://wuzzuf.net/jobs/p/P58xJkspgT4O-Business-Development-Specialist-Marcom-Unity-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Freelance / Project,On-site,'1 - 3,"['Business Development', 'Marketing', 'Sales', 'Communication', 'CRM', 'English', 'Negotiation', 'sales skills']","Identify and pursue new business opportunities across target markets and industries. 
 Develop and maintain a pipeline of qualified leads through research, outreach, and networking. 
 Build strong relationships with prospective clients, understanding their needs and aligning them with our services. 
 Collaborate with the creative, strategy, and marketing teams to develop tailored proposals and pitch materials. 
 Represent the agency in client meetings, presentations, and industry events. 
 Track and report on business development activities, conversion rates, and key metrics. 
 Maintain CRM and ensure all client interactions are documented accurately and in a timely manner. 
 Support senior management in the development and execution of business growth strategies.","Bachelor's degree in Business, Marketing, Communications, or a related field. 
 1–3 years of experience in business development, sales, or account management. 
 Strong communication, negotiation, and presentation skills. 
 Comfortable working in a fast-paced, deadline-driven environment. 
 Familiarity with CRM systems and digital communication tools. 
 Self-motivated, proactive, and results-oriented with a growth mindset. 
 Fluency in English (spoken and written); additional languages are a plus."
9 hours ago,Sales Engineer Land Surveying,Confidential -,,https://wuzzuf.net/jobs/p/cFGxwunpVHWy-Sales-Engineer-Land-Surveying-Cairo-Egypt,"Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Land Surveying', 'Surveying', 'Civil Engineering', 'Sales', 'Sales Engineer Land Surveying']",A company is hiring a male / female sales engineer to achieve sales targets of land surveying products & solutions,No list items found in the requirements section.
9 hours ago,Senior Technical Talent Acquisition,GET Group- Egypt -,,https://wuzzuf.net/jobs/p/v1XfGkiOuV7B-Senior-Technical-Talent-Acquisition-GET-Group--Egypt-Cairo-Egypt,"Sheraton, Cairo, Egypt ",Full Time,On-site,'4 - 6,"['Human Resources (HR)', 'Human Resources', 'human resources management', 'Sourcing', 'Recruitment', 'Talent acquisition', 'Recruiting', 'HR', 'Screening', 'technical recuiter', 'technical talent aquisition', 'Applicant Tracking Systems', 'Software Development']","Maintain knowledge of all policies and respond to employee inquiries regarding policies, benefits, and/or other general recruitment topics 
 Coordinate with teams for the approved budget for recruitment. 
 Coordinate with the Department Managers to manage their manpower requirements. 
 Establish and maintain candidate Data. 
 Conduct and administer technical and non-technical assessments for the applicant (English Test, technical test) if applicable 
 Ability to deal with open Non-Technical Positions in the company as same as the technical open positions 
 Manage the end-to-end recruitment process, including job postings, candidate sourcing, applicants screening, preparing shortlists, schedule technical interviews, and offer negotiations for blue and white collars with a wide range of roles (junior, senior, and Managers) 
 Efficiently manage the recruitment process for a large number of positions simultaneously. 
 Conduct sourcing activities & develop selection tools in order to fill open positions. 
 Create job ADs Internally & Externally through proper channels and suggest various recruitment channels to find suitable candidates. 
 Conduct HR interviews and manage the technical interview process. 
 Track Hiring metrics including time to hire, time to fill, source to hire, Turnover to meet project deadlines and business goals. 
 Represent the company internally and externally and build a professional network of a long-term relationship with past and potential candidates. 
 Create a potential candidates pool to ensure qualified candidates remain engaged in current or future opportunities 
 Coordinate with the payroll specialist to create and send a job offer, target letters, and emails for accepted candidates 
 Follow up with accepted candidates with preparing their hiring documents and their starting date. 
 Responsible for orienting and explaining the strategy of the company to the new employees. 
 Ensure that the technical manager provide proper handover of responsibilities and Knowledge to help employees succeed in his roles 
 Ensure that the technical Manager holds initial Meetings with the new employees stating probation objective, to be able to measure his/her performance during the probation period 
 Plan, develop and implement a job analysis for all positions to provide clear and comprehensive statements of each job Description 
 Assist HR manager in Market Surveys to keep our salary structure updated. 
 Assist in conducting yearly training need plan for the employees 
 Update the Company career website 
 Monthly and Yearly Reports to HC & Admin Director 
 Employee Relations as required 
 Employee Grievances as required 
 Perform any other related job duties as requested by the direct supervisor","4-6 years of work experience as Recruiter for hiring Tech and Non-Tech Positions 
 Minimum of 4 years of work experience as a Technical Recruiter. 
 Technical expertise with an ability to understand and explain job requirements for software roles 
 Solid knowledge of sourcing techniques (e.g. social media recruiting and Boolean search) 
 BSc in Human Resources Management, IT or relevant degree 
 Ability to work in a dynamic environment. 
 Excellent command of English. 
 Excellent verbal and written communication skills 
 Excellent user of Microsoft office , Excel , PPT 
 Good communication & negotiation skills 
 Familiarity with Applicant Tracking Systems and Resume Data base 
 Familiarity with the latest Software trends and technologies"
9 hours ago,Sales Engineer Precision Agriculture,Confidential -,,https://wuzzuf.net/jobs/p/n9CZ5gHDS8cr-Sales-Engineer-Precision-Agriculture-Cairo-Egypt,"Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Agricultural Machinery', 'Mechanical Engineering', 'Sales', 'Sales Engineer Precision Agriculture', 'Agriculture']",A leading company is hiring a male / female sales engineer to achieve sales targets of agricultural guidance products & solutions.,No list items found in the requirements section.
9 hours ago,Sales Engineer Machine Control,Confidential -,,https://wuzzuf.net/jobs/p/9y6yr1eWudkb-Sales-Engineer-Machine-Control-Cairo-Egypt,"Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Machinery', 'Mechanical Engineering', 'Sales', 'CAD', 'Civil Engineering', 'Heavy Equipment', 'Construction', 'Road Construction']",A leading company is hiring a male / female sales engineer to achieve sales targets of machine control products & solutions.,No list items found in the requirements section.
9 hours ago,Senior Business Developer,Bayan-tech -,,https://wuzzuf.net/jobs/p/4k7i4zuAk0ry-Senior-Business-Developer-Bayan-tech-Giza-Egypt,"Mohandessin, Giza, Egypt ",Full Time,Hybrid,'3 - 5,"['Business Development', 'English', 'Sales', 'Marketing', 'Management', 'CRM']","About the job 
 The position of Business Development Specialist is responsible for developing new business relationships and serving as the first level of support to existing clients. 
 Responsibilities 
 Develop a growth strategy focused both on financial gain and customer satisfaction. 
 Prospect and target new clients/opportunities. 
 Build and maintain an active pipeline. 
 Achieve assigned revenue quota. 
 Conduct research to identify new markets and customer needs. 
 Communicate with potential clients via phone calls, emails, etc. 
 Arrange business meetings with prospective clients. 
 Promote the company's services by addressing or predicting clients' objectives. 
 Prepare sales contracts ensuring adherence to law-established rules and guidelines. 
 Prepare quotes for customers and follow up to convert quotes into projects 
 Evaluate and process RFPs as necessary. 
 Keep records of sales, revenue, invoices, etc. 
 Provide trustworthy feedback and after-sales support. 
 Build long-term relationships with new and existing customers. 
 Collaborate with the Marketing team to ensure a solid repository of relevant and up-to-date materials for sales 
 Conduct on-site and remote presentations to potential clients 
 Provide clients with relevant information about the company, solutions provided, pricing structure, production processes, project management, and customer service. 
 Assist in the coordination and implementation of marketing strategies. 
 Monitor and evaluate industry trends and customer drivers and meet regularly with management and stakeholders to discuss strategy. 
 Conduct visits to current and prospective clients.","Proven working experience as a business development executive in theTranslationindustry is amust. 
 Experience in translation and localization sales or business development. 
 Experience working closely with a marketing team. 
 Proven B2B sales track record (closing new business) 
 Proficiency in MS Office and CRM software (e.g. HubSpot) 
 Proficiency in English. 
 Market knowledge. 
 Communication and negotiation skills. 
 Time management and planning skills. 
 Organized and self-motivated with a can-do attitude. 
 BSc/BA in business administration, sales, or a relevant field. 
 Proficiency with data analysis, forecasting, and budgeting."
